mean,std,max,peak_to_peak,rms,Label
0.003485,0.425323,0.64038,0.061098,0.425337,0
0.002774,0.425103,0.633832,0.024049,0.425112,0
0.017291,0.43903,0.830265,0.875237,0.43937,1
0.016748,0.445131,0.832592,0.88456,0.445446,1
0.004209,0.424515,0.647092,0.056783,0.424536,0
0.003071,0.424091,0.644607,0.039256,0.424102,0
0.002552,0.42419,0.637168,0.037186,0.424198,0
0.015524,0.44381,0.798551,0.769551,0.444081,1
0.002802,0.42349,0.643725,0.036289,0.4235,0
0.017861,0.440218,0.836246,0.878838,0.44058,1
0.003107,0.424697,0.657419,0.069912,0.424709,0
0.003203,0.424426,0.647197,0.042143,0.424438,0
0.003337,0.425145,0.643067,0.068204,0.425158,0
0.003851,0.424394,0.643567,0.071306,0.424411,0
0.002548,0.424297,0.654003,0.086396,0.424304,0
0.013687,0.43782,0.831218,0.844609,0.438034,1
0.016939,0.437907,0.8247,0.817466,0.438234,1
0.016563,0.43991,0.839536,0.854953,0.440222,1
0.003207,0.425234,0.646489,0.06601,0.425246,0
0.003171,0.424898,0.63804,0.061304,0.42491,0
0.003113,0.424818,0.65042,0.065503,0.424829,0
0.002815,0.42509,0.649652,0.053409,0.4251,0
0.003058,0.424754,0.638861,0.058011,0.424765,0
0.015113,0.443123,0.866375,0.874357,0.443381,1
0.015909,0.441075,0.813485,0.78592,0.441362,1
0.016945,0.442299,0.820347,0.81512,0.442623,1
0.014952,0.440657,0.845261,0.87397,0.440911,1
0.003069,0.424435,0.651835,0.060869,0.424446,0
0.00406,0.424205,0.63629,0.078439,0.424225,0
0.019299,0.442898,0.844188,0.860662,0.443318,1
0.019849,0.441463,0.844829,0.864239,0.441909,1
0.002528,0.424599,0.658679,0.09734,0.424607,0
0.002856,0.4242,0.649106,0.06271,0.42421,0
0.015729,0.441755,0.82856,0.835439,0.442035,1
0.003444,0.424259,0.641041,0.03746,0.424273,0
0.015118,0.437864,0.838452,0.782656,0.438125,1
0.016518,0.441982,0.832763,0.887144,0.442291,1
0.003545,0.424554,0.640144,0.0296,0.424569,0
0.003183,0.424695,0.646569,0.055582,0.424707,0
0.019737,0.437941,0.822135,0.807409,0.438385,1
0.003594,0.424151,0.663013,0.076086,0.424167,0
0.013141,0.442202,0.860206,0.852637,0.442398,1
0.00318,0.424748,0.65337,0.070631,0.42476,0
0.00289,0.424264,0.646298,0.062811,0.424274,0
0.003531,0.423936,0.649699,0.050144,0.423951,0
0.013421,0.442901,0.845535,0.89724,0.443104,1
0.016253,0.43858,0.848057,0.847983,0.438881,1
0.003639,0.424647,0.638185,0.043831,0.424662,0
0.015373,0.439178,0.850823,0.950595,0.439447,1
0.012113,0.441768,0.819534,0.915396,0.441934,1
0.017366,0.442561,0.864318,0.968469,0.442901,1
0.003196,0.425036,0.640229,0.052368,0.425048,0
0.014005,0.441246,0.846886,0.933017,0.441468,1
0.018308,0.440281,0.863254,0.92378,0.440661,1
0.014935,0.442388,0.834962,0.885725,0.44264,1
0.018126,0.439038,0.842229,0.932878,0.439412,1
0.002702,0.424701,0.645849,0.068363,0.424709,0
0.014467,0.445062,0.807744,0.835583,0.445297,1
0.003109,0.423845,0.650114,0.047999,0.423856,0
0.003391,0.424423,0.657731,0.086195,0.424437,0
0.014217,0.440022,0.852803,0.878018,0.440252,1
0.003259,0.424069,0.657184,0.067895,0.424082,0
0.0139,0.439348,0.820662,0.801799,0.439568,1
0.017832,0.440126,0.847853,0.823561,0.440487,1
0.015691,0.438908,0.81037,0.782471,0.439189,1
0.004378,0.425465,0.644434,0.07988,0.425487,0
0.016178,0.440617,0.85689,0.933939,0.440914,1
0.003066,0.424302,0.645803,0.049969,0.424313,0
0.002546,0.424799,0.648904,0.083494,0.424806,0
0.015066,0.441936,0.839798,0.899381,0.442193,1
0.003687,0.424755,0.644855,0.043224,0.424771,0
0.019279,0.440101,0.859225,0.934996,0.440523,1
0.013783,0.441656,0.836025,0.841868,0.441871,1
0.01773,0.445573,0.840212,0.864753,0.445925,1
0.017763,0.439955,0.832908,0.830941,0.440314,1
0.01676,0.439509,0.809926,0.804658,0.439828,1
0.014678,0.44053,0.808891,0.793217,0.440774,1
0.014049,0.44214,0.824376,0.868653,0.442364,1
0.014854,0.439154,0.811983,0.858539,0.439405,1
0.019657,0.442351,0.827934,0.862741,0.442787,1
0.003512,0.424441,0.65185,0.060821,0.424455,0
0.015642,0.441291,0.854224,0.918216,0.441568,1
0.013883,0.444078,0.872442,0.952935,0.444295,1
0.002913,0.424783,0.645996,0.078393,0.424793,0
0.003106,0.423801,0.643651,0.050068,0.423812,0
0.01422,0.441485,0.833978,0.880181,0.441714,1
0.003343,0.42451,0.643625,0.068723,0.424523,0
0.018544,0.44319,0.848084,0.861817,0.443578,1
0.015592,0.444387,0.856313,0.903189,0.444661,1
0.015895,0.442194,0.842633,0.882962,0.44248,1
0.003013,0.424714,0.652,0.085763,0.424725,0
0.003729,0.424591,0.652585,0.050156,0.424608,0
0.003331,0.424765,0.648407,0.069227,0.424778,0
0.003988,0.425301,0.649931,0.061116,0.42532,0
0.003406,0.42501,0.654919,0.078803,0.425024,0
0.016391,0.441179,0.842921,0.907225,0.441483,1
0.003826,0.425134,0.639034,0.02828,0.425151,0
0.019071,0.440463,0.835711,0.842948,0.440875,1
0.003145,0.424676,0.644078,0.045757,0.424688,0
0.013976,0.444189,0.827884,0.878349,0.444409,1
0.003416,0.424921,0.64817,0.043945,0.424935,0
0.00295,0.424664,0.65686,0.069482,0.424674,0
0.014435,0.442196,0.857124,0.904029,0.442431,1
0.015365,0.440205,0.850774,0.928577,0.440473,1
0.003478,0.425063,0.656763,0.079551,0.425077,0
0.003328,0.423586,0.644191,0.059717,0.423599,0
0.003351,0.424383,0.649333,0.051531,0.424396,0
0.003207,0.424575,0.651502,0.078907,0.424587,0
0.016985,0.438373,0.798154,0.757715,0.438702,1
0.017344,0.441295,0.819103,0.826018,0.441636,1
0.016634,0.44262,0.845813,0.858121,0.442933,1
0.016136,0.443678,0.843693,0.824678,0.443971,1
0.018173,0.444204,0.857106,0.859469,0.444576,1
0.003307,0.423773,0.658017,0.080844,0.423786,0
0.014692,0.443966,0.871834,0.926926,0.444209,1
0.014311,0.441063,0.84086,0.876495,0.441295,1
0.018489,0.439068,0.82776,0.845202,0.439458,1
0.017046,0.44178,0.830561,0.856214,0.442108,1
0.003128,0.424832,0.649327,0.031424,0.424844,0
0.002483,0.424614,0.646279,0.053518,0.424621,0
0.003111,0.425342,0.650092,0.061022,0.425353,0
0.003306,0.425325,0.638273,0.064443,0.425338,0
0.003476,0.425307,0.648951,0.041257,0.425322,0
0.016581,0.442989,0.887751,0.94137,0.443299,1
0.015282,0.437482,0.813843,0.800992,0.437749,1
0.003769,0.424045,0.659003,0.081103,0.424062,0
0.003399,0.424665,0.647174,0.068118,0.424678,0
0.014054,0.444804,0.856441,0.875203,0.445026,1
0.003181,0.424518,0.644809,0.078592,0.42453,0
0.002797,0.424793,0.640461,0.0423,0.424803,0
0.018742,0.441828,0.829363,0.84823,0.442225,1
0.014285,0.441445,0.814374,0.766561,0.441676,1
0.015204,0.437724,0.832004,0.821279,0.437988,1
0.015328,0.4419,0.86307,0.938294,0.442166,1
0.018555,0.442885,0.820629,0.84131,0.443273,1
0.013824,0.442683,0.859414,0.934038,0.442898,1
0.003218,0.424081,0.647771,0.07273,0.424093,0
0.003375,0.42567,0.652641,0.071077,0.425683,0
0.003329,0.423478,0.638856,0.023528,0.423491,0
0.00384,0.425153,0.664807,0.071067,0.42517,0
0.003649,0.424717,0.651173,0.056763,0.424732,0
0.003157,0.424135,0.658336,0.068002,0.424147,0
0.002055,0.425157,0.658745,0.102597,0.425162,0
0.012784,0.442164,0.840918,0.896305,0.442349,1
0.002757,0.423789,0.644529,0.066741,0.423798,0
0.01689,0.437941,0.805015,0.780147,0.438267,1
0.013643,0.439554,0.835177,0.841119,0.439766,1
0.016735,0.441709,0.857534,0.911753,0.442026,1
0.003498,0.424218,0.643364,0.049101,0.424233,0
0.015983,0.439518,0.833921,0.890215,0.439809,1
0.003503,0.424892,0.643469,0.046533,0.424907,0
0.003169,0.424541,0.637181,0.036483,0.424553,0
0.003057,0.424249,0.644293,0.037064,0.42426,0
0.003412,0.424919,0.648268,0.060478,0.424933,0
0.016987,0.444618,0.807313,0.822269,0.444942,1
0.01603,0.438446,0.839677,0.89488,0.438739,1
0.003634,0.424406,0.646676,0.048385,0.424422,0
0.015846,0.439665,0.828148,0.826831,0.439951,1
0.002935,0.423846,0.644903,0.05704,0.423856,0
0.003439,0.424688,0.647522,0.046365,0.424702,0
0.002918,0.424983,0.654571,0.06363,0.424993,0
0.01547,0.443162,0.845859,0.910755,0.443432,1
0.003253,0.424523,0.659113,0.076805,0.424535,0
0.003817,0.424296,0.647717,0.063592,0.424313,0
0.003603,0.425092,0.65657,0.096168,0.425108,0
0.00376,0.425464,0.660216,0.09515,0.425481,0
0.003217,0.424181,0.650453,0.058416,0.424194,0
0.002906,0.424784,0.65305,0.076098,0.424794,0
0.019247,0.441048,0.827725,0.80927,0.441468,1
0.00337,0.425325,0.668074,0.097048,0.425338,0
0.003446,0.423865,0.646648,0.048817,0.423879,0
0.014416,0.441573,0.838323,0.861762,0.441808,1
0.018634,0.436822,0.849822,0.939858,0.437219,1
0.003174,0.424398,0.643846,0.056066,0.42441,0
0.016408,0.439238,0.842118,0.826651,0.439544,1
0.015532,0.441836,0.837036,0.861449,0.442109,1
0.003242,0.424782,0.648345,0.054437,0.424794,0
0.002983,0.424855,0.648605,0.054422,0.424865,0
0.017001,0.439435,0.831009,0.844122,0.439763,1
0.017279,0.439921,0.833261,0.870363,0.44026,1
0.003698,0.425062,0.653199,0.060664,0.425078,0
0.017548,0.437448,0.833926,0.795824,0.4378,1
0.003193,0.424952,0.638795,0.076296,0.424964,0
0.003635,0.424627,0.650026,0.065098,0.424643,0
0.00243,0.42316,0.651935,0.051904,0.423167,0
0.003721,0.425456,0.6473,0.059474,0.425473,0
0.017021,0.441565,0.831477,0.852348,0.441893,1
0.014476,0.4431,0.851755,0.925377,0.443336,1
0.002577,0.424516,0.646128,0.071099,0.424524,0
0.003211,0.424982,0.680627,0.112867,0.424994,0
0.002832,0.425108,0.641909,0.073326,0.425118,0
0.003192,0.42448,0.654022,0.105729,0.424492,0
0.003068,0.424707,0.661759,0.096405,0.424718,0
0.01564,0.440281,0.854625,0.911002,0.440559,1
0.003323,0.424259,0.642431,0.045918,0.424272,0
0.015031,0.442195,0.850302,0.896162,0.44245,1
0.019159,0.442315,0.818237,0.80882,0.44273,1
0.015846,0.442885,0.805075,0.794368,0.443169,1
0.003469,0.423598,0.647027,0.057129,0.423612,0
0.003708,0.425348,0.660682,0.079119,0.425365,0
0.00308,0.4254,0.654357,0.08497,0.425411,0
0.015967,0.440758,0.854922,0.976762,0.441047,1
0.003736,0.424868,0.637785,0.051689,0.424884,0
0.002857,0.424374,0.643154,0.053283,0.424384,0
0.003821,0.42411,0.659908,0.074138,0.424127,0
0.002899,0.424629,0.641325,0.056467,0.424639,0
0.003153,0.424543,0.659422,0.072418,0.424555,0
0.015349,0.443756,0.851679,0.90373,0.444022,1
0.002961,0.425039,0.645787,0.055493,0.425049,0
0.018591,0.441655,0.822421,0.850348,0.442046,1
0.015158,0.442449,0.827747,0.841737,0.442708,1
0.018548,0.438832,0.814261,0.78534,0.439223,1
0.020356,0.443146,0.860408,0.880908,0.443613,1
0.003258,0.424642,0.658107,0.080476,0.424654,0
0.01463,0.438893,0.856335,0.877386,0.439137,1
0.013048,0.444644,0.845371,0.872044,0.444836,1
0.015228,0.439954,0.799768,0.79335,0.440218,1
0.00271,0.425387,0.651419,0.080594,0.425396,0
0.003524,0.424077,0.643488,0.041123,0.424091,0
0.020025,0.441073,0.846673,0.8544,0.441528,1
0.003175,0.424418,0.646756,0.049983,0.42443,0
0.003334,0.424127,0.647743,0.054459,0.42414,0
0.003229,0.424752,0.657989,0.103475,0.424765,0
0.015012,0.445725,0.831382,0.851533,0.445978,1
0.019206,0.441854,0.838625,0.852533,0.442271,1
0.017567,0.443715,0.838363,0.868928,0.444063,1
0.00367,0.42436,0.649515,0.0592,0.424376,0
0.002358,0.42396,0.658003,0.091153,0.423966,0
0.019691,0.44128,0.820209,0.784334,0.441719,1
0.017707,0.440782,0.785646,0.828588,0.441137,1
0.003019,0.424069,0.665265,0.067812,0.42408,0
0.011317,0.438377,0.822849,0.85369,0.438523,1
0.013518,0.442892,0.834516,0.839673,0.443098,1
0.00353,0.425127,0.650925,0.071146,0.425142,0
0.016842,0.44083,0.847194,0.896293,0.441151,1
0.018891,0.440986,0.847834,0.833927,0.441391,1
0.003034,0.424776,0.64649,0.055134,0.424786,0
0.003506,0.424214,0.644017,0.069154,0.424228,0
0.020079,0.438694,0.84215,0.809127,0.439154,1
0.015643,0.439044,0.813664,0.81077,0.439322,1
0.01671,0.440315,0.851242,0.919887,0.440632,1
0.003554,0.424563,0.64736,0.059621,0.424578,0
0.003436,0.424724,0.644006,0.053133,0.424738,0
0.018569,0.444414,0.841934,0.841505,0.444801,1
0.003099,0.424703,0.650087,0.063348,0.424715,0
0.003353,0.42489,0.643293,0.057285,0.424903,0
0.016943,0.441144,0.861963,0.87678,0.441469,1
0.003567,0.424011,0.640733,0.035157,0.424026,0
0.003147,0.424064,0.645362,0.053206,0.424076,0
0.002874,0.425294,0.642766,0.04527,0.425304,0
0.003227,0.425164,0.647648,0.071874,0.425176,0
0.015957,0.442475,0.842527,0.898293,0.442763,1
0.020796,0.443317,0.834974,0.857427,0.443805,1
0.002829,0.424096,0.648673,0.049089,0.424106,0
0.016949,0.441382,0.833047,0.8391,0.441708,1
0.003631,0.425105,0.655714,0.062122,0.425121,0
0.003876,0.424098,0.638095,0.031375,0.424115,0
0.017686,0.440257,0.825998,0.854856,0.440613,1
0.016454,0.443616,0.831254,0.813633,0.443921,1
0.0172,0.442084,0.822445,0.816611,0.442419,1
0.003811,0.42496,0.638269,0.061867,0.424977,0
0.013858,0.445392,0.825902,0.837038,0.445607,1
0.015336,0.443315,0.823492,0.817658,0.44358,1
0.00401,0.424332,0.644446,0.099839,0.424351,0
0.004099,0.424234,0.658174,0.081081,0.424254,0
0.003997,0.425063,0.650853,0.072332,0.425082,0
0.018351,0.441365,0.83598,0.853603,0.441747,1
0.014502,0.441464,0.795554,0.778904,0.441702,1
0.004048,0.424373,0.648198,0.048463,0.424393,0
0.014572,0.437963,0.836944,0.851733,0.438206,1
0.013523,0.445418,0.82484,0.853692,0.445623,1
0.018319,0.442622,0.827225,0.838243,0.443001,1
0.003396,0.425413,0.651917,0.071393,0.425426,0
0.012709,0.440592,0.817741,0.798795,0.440775,1
0.015133,0.440634,0.851447,0.865791,0.440893,1
0.003024,0.424898,0.632805,0.053938,0.424908,0
0.01421,0.441385,0.849507,0.907833,0.441614,1
0.019775,0.439802,0.806974,0.772156,0.440246,1
0.003394,0.42511,0.646204,0.051518,0.425124,0
0.018062,0.439131,0.844314,0.853794,0.439502,1
0.00451,0.424602,0.642833,0.032912,0.424626,0
0.002771,0.424298,0.64547,0.058763,0.424307,0
0.003584,0.425082,0.648239,0.055186,0.425097,0
0.017276,0.442023,0.856509,0.831772,0.44236,1
0.01594,0.441955,0.863005,0.910179,0.442242,1
0.015788,0.444841,0.843488,0.920973,0.445121,1
0.003182,0.423965,0.655827,0.053197,0.423977,0
0.003469,0.423809,0.641097,0.083896,0.423823,0
0.016809,0.443679,0.820543,0.794307,0.443997,1
0.016092,0.438904,0.823243,0.850959,0.439199,1
0.015489,0.441384,0.820834,0.802512,0.441656,1
0.01542,0.43822,0.816129,0.815765,0.438491,1
0.003013,0.424525,0.641688,0.06137,0.424536,0
0.014826,0.44,0.832646,0.822125,0.440249,1
0.003063,0.424836,0.64651,0.067,0.424847,0
0.002832,0.424502,0.637575,0.045843,0.424511,0
0.01533,0.442408,0.850386,0.850971,0.442674,1
0.017105,0.439864,0.845512,0.893822,0.440196,1
0.002789,0.424905,0.632681,0.052174,0.424914,0
0.015606,0.439048,0.83026,0.873292,0.439325,1
0.003083,0.425031,0.637895,0.047074,0.425042,0
0.018059,0.439516,0.837452,0.88195,0.439887,1
0.002273,0.424028,0.649653,0.062663,0.424035,0
0.003577,0.424754,0.648827,0.081909,0.424769,0
0.002848,0.42478,0.65013,0.064353,0.424789,0
0.004156,0.424782,0.63923,0.057092,0.424802,0
0.016128,0.441771,0.833897,0.926319,0.442065,1
0.019186,0.440576,0.843571,0.853581,0.440993,1
0.003705,0.424372,0.643302,0.043234,0.424388,0
0.015442,0.443674,0.830331,0.86194,0.443942,1
0.014232,0.438692,0.859019,0.816121,0.438923,1
0.004175,0.42491,0.644162,0.08081,0.424931,0
0.003023,0.424599,0.652766,0.072869,0.42461,0
0.012086,0.443429,0.803391,0.81429,0.443594,1
0.003596,0.423718,0.645023,0.053437,0.423733,0
0.003695,0.424361,0.657869,0.06859,0.424377,0
0.002904,0.425005,0.633449,0.024078,0.425015,0
0.016392,0.440676,0.833693,0.812666,0.44098,1
0.003753,0.425061,0.663071,0.079255,0.425078,0
0.00308,0.425069,0.656097,0.080323,0.42508,0
0.016961,0.442707,0.832572,0.872098,0.443032,1
0.002941,0.425022,0.652736,0.077948,0.425032,0
0.00228,0.42525,0.649178,0.064255,0.425256,0
0.002839,0.425133,0.640589,0.052386,0.425143,0
0.002892,0.42424,0.645132,0.050104,0.42425,0
0.016299,0.438925,0.836369,0.882771,0.439228,1
0.003027,0.424599,0.640024,0.043977,0.424609,0
0.002317,0.424964,0.660174,0.08715,0.42497,0
0.002606,0.423674,0.643383,0.037297,0.423682,0
0.017448,0.438165,0.844976,0.871043,0.438513,1
0.003206,0.424246,0.662819,0.07645,0.424258,0
0.01954,0.43783,0.856333,0.921408,0.438265,1
0.018007,0.440031,0.826609,0.82233,0.440399,1
0.019575,0.441486,0.825797,0.813259,0.44192,1
0.002642,0.424662,0.647779,0.063273,0.42467,0
0.019573,0.443075,0.82671,0.824266,0.443507,1
0.00316,0.425702,0.651432,0.088378,0.425713,0
0.003117,0.425153,0.65687,0.105511,0.425164,0
0.013337,0.440692,0.82442,0.831126,0.440893,1
0.003247,0.424611,0.642279,0.058098,0.424624,0
0.003312,0.424521,0.657099,0.110956,0.424534,0
0.017731,0.443545,0.852511,0.872274,0.443899,1
0.014969,0.443531,0.838644,0.833092,0.443783,1
0.015829,0.438168,0.811624,0.787172,0.438454,1
0.013089,0.44212,0.8317,0.831891,0.442314,1
0.00283,0.425037,0.643518,0.058345,0.425046,0
0.014753,0.440503,0.843867,0.85821,0.44075,1
0.003146,0.425217,0.663851,0.063216,0.425228,0
0.003274,0.424121,0.646992,0.06375,0.424133,0
0.003401,0.425029,0.643955,0.045962,0.425043,0
0.002827,0.424444,0.636801,0.058541,0.424454,0
0.017254,0.441561,0.83892,0.894534,0.441898,1
0.018612,0.443575,0.860669,0.929742,0.443965,1
0.015792,0.441242,0.826786,0.849827,0.441524,1
0.003103,0.42415,0.652903,0.092486,0.424161,0
0.002081,0.424473,0.648872,0.055003,0.424478,0
0.016435,0.440286,0.824926,0.839594,0.440593,1
0.003676,0.424506,0.65065,0.053405,0.424522,0
0.016219,0.440532,0.83541,0.833294,0.440831,1
0.018864,0.440802,0.843167,0.881105,0.441205,1
0.017801,0.440619,0.832738,0.836288,0.440979,1
0.003116,0.424365,0.643029,0.061795,0.424376,0
0.002944,0.424384,0.648999,0.065728,0.424394,0
0.015828,0.441842,0.879763,0.927198,0.442125,1
0.003457,0.424577,0.65627,0.096598,0.424591,0
0.003188,0.423879,0.650279,0.074784,0.423891,0
0.014512,0.440355,0.85583,0.899318,0.440594,1
0.003402,0.42538,0.637518,0.031483,0.425393,0
0.002719,0.424999,0.656357,0.073681,0.425008,0
0.018478,0.437333,0.839445,0.900846,0.437723,1
0.018742,0.444217,0.868217,0.903162,0.444612,1
0.018587,0.44169,0.850251,0.862781,0.442081,1
0.017047,0.443451,0.834451,0.884262,0.443778,1
0.017597,0.442362,0.85156,0.878947,0.442712,1
0.002942,0.424515,0.656069,0.060443,0.424525,0
0.015607,0.44128,0.839945,0.882727,0.441556,1
0.016029,0.440737,0.834324,0.825236,0.441028,1
0.003743,0.424876,0.642613,0.035893,0.424892,0
0.016686,0.442718,0.838053,0.90249,0.443032,1
0.002704,0.42391,0.654869,0.102668,0.423919,0
0.003961,0.424049,0.637402,0.059729,0.424067,0
0.016422,0.442733,0.859497,0.879271,0.443038,1
0.015896,0.445489,0.863596,0.93645,0.445773,1
0.016888,0.438728,0.833539,0.815676,0.439053,1
0.016117,0.443013,0.847844,0.907289,0.443306,1
0.002922,0.424245,0.63849,0.067152,0.424255,0
0.016169,0.444425,0.831452,0.809831,0.444719,1
0.018426,0.440951,0.831611,0.864489,0.441336,1
0.003532,0.424517,0.640408,0.050785,0.424531,0
0.003421,0.424084,0.649086,0.047472,0.424098,0
0.015017,0.439375,0.813547,0.792127,0.439631,1
0.017488,0.441744,0.835758,0.883295,0.44209,1
0.002834,0.424261,0.640515,0.041743,0.424271,0
0.014853,0.4409,0.831217,0.829906,0.44115,1
0.019012,0.441148,0.809002,0.782347,0.441558,1
0.013937,0.441887,0.81222,0.824339,0.442107,1
0.016952,0.439885,0.847173,0.894464,0.440211,1
0.003288,0.424855,0.649035,0.05089,0.424868,0
0.003016,0.425079,0.638677,0.034257,0.42509,0
0.015177,0.438967,0.855447,0.888337,0.439229,1
0.013533,0.44161,0.851738,0.896894,0.441817,1
0.003221,0.424256,0.65664,0.093612,0.424268,0
0.016357,0.444077,0.837939,0.85413,0.444378,1
0.014434,0.439684,0.838473,0.877148,0.439921,1
0.018853,0.441343,0.843967,0.900752,0.441745,1
0.019085,0.43961,0.890616,0.966636,0.440024,1
0.003137,0.425179,0.647544,0.056706,0.42519,0
0.017247,0.441374,0.867883,0.905932,0.441711,1
0.002303,0.424182,0.635993,0.051608,0.424188,0
0.017647,0.439814,0.855988,0.90001,0.440167,1
0.002894,0.425083,0.648254,0.044218,0.425093,0
0.014748,0.441409,0.833845,0.862086,0.441656,1
0.014393,0.443775,0.814558,0.834377,0.444008,1
0.016407,0.441297,0.848344,0.859382,0.441602,1
0.003199,0.424002,0.645082,0.046926,0.424014,0
0.014131,0.439068,0.840619,0.802701,0.439296,1
0.002882,0.425345,0.651157,0.106747,0.425355,0
0.004173,0.425024,0.650916,0.071376,0.425045,0
0.002905,0.42437,0.652338,0.055365,0.42438,0
0.01636,0.442286,0.868551,0.992755,0.442589,1
0.016984,0.441657,0.862683,0.914373,0.441983,1
0.003592,0.424812,0.643999,0.038755,0.424827,0
0.00403,0.424279,0.648468,0.041808,0.424299,0
0.003243,0.423883,0.645627,0.045772,0.423895,0
0.015247,0.442074,0.840342,0.868495,0.442337,1
0.003242,0.425141,0.641433,0.046205,0.425154,0
0.003283,0.425222,0.640728,0.062688,0.425235,0
0.004181,0.425074,0.655042,0.064783,0.425094,0
0.015001,0.446267,0.843213,0.926074,0.446519,1
0.016312,0.441038,0.837945,0.874121,0.441339,1
0.01884,0.441844,0.865027,0.906639,0.442245,1
0.011961,0.440893,0.828718,0.826502,0.441055,1
0.019424,0.438308,0.844057,0.856142,0.438738,1
0.016326,0.442272,0.829297,0.900646,0.442573,1
0.01724,0.439786,0.842104,0.853047,0.440124,1
0.00317,0.424738,0.646704,0.047927,0.42475,0
0.003501,0.424317,0.648267,0.047282,0.424332,0
0.015216,0.443682,0.871256,0.917954,0.443943,1
0.014604,0.440496,0.841655,0.843282,0.440738,1
0.002921,0.42433,0.642544,0.047176,0.42434,0
0.017721,0.438282,0.845979,0.82668,0.43864,1
0.002347,0.424236,0.644511,0.08204,0.424243,0
0.003599,0.424307,0.656606,0.121898,0.424322,0
0.002915,0.424192,0.65157,0.080542,0.424202,0
0.002669,0.425501,0.650776,0.096998,0.425509,0
0.014293,0.440572,0.84009,0.888715,0.440804,1
0.019432,0.440787,0.868139,0.915491,0.441215,1
0.01571,0.440913,0.820492,0.839846,0.441192,1
0.016642,0.439545,0.811917,0.783474,0.43986,1
0.019265,0.441737,0.868032,0.941334,0.442157,1
0.003326,0.424332,0.641572,0.052559,0.424345,0
0.00353,0.42481,0.652345,0.056172,0.424824,0
0.003609,0.424293,0.648986,0.063331,0.424308,0
0.013599,0.441247,0.843021,0.844891,0.441457,1
0.003492,0.424298,0.643478,0.061333,0.424313,0
0.017361,0.440137,0.843473,0.863932,0.440479,1
0.003322,0.424663,0.64927,0.056061,0.424676,0
0.015617,0.437682,0.819809,0.853337,0.437961,1
0.017219,0.443878,0.834913,0.864451,0.444212,1
0.003454,0.424404,0.674769,0.119663,0.424418,0
0.002791,0.424362,0.643774,0.03763,0.424371,0
0.003054,0.425063,0.654303,0.074966,0.425074,0
0.003707,0.424304,0.654093,0.063254,0.42432,0
0.003278,0.424996,0.663658,0.091448,0.425009,0
0.018986,0.440668,0.833863,0.840428,0.441077,1
0.016222,0.440332,0.855141,0.858184,0.440631,1
0.016884,0.441944,0.825257,0.88305,0.442267,1
0.002495,0.424445,0.662901,0.085538,0.424452,0
0.012471,0.439832,0.851826,0.847301,0.440009,1
0.013899,0.442507,0.813987,0.784668,0.442725,1
0.002511,0.423973,0.647389,0.05729,0.423981,0
0.018081,0.438523,0.834755,0.844909,0.438896,1
0.015249,0.44146,0.818016,0.775335,0.441723,1
0.003938,0.424028,0.640336,0.059458,0.424046,0
0.002952,0.424742,0.637829,0.034847,0.424752,0
0.01702,0.438556,0.839433,0.80563,0.438886,1
0.015887,0.441517,0.831784,0.853908,0.441803,1
0.003258,0.424454,0.643044,0.032329,0.424466,0
0.017199,0.441694,0.843117,0.838222,0.442028,1
0.002818,0.424866,0.654331,0.063216,0.424876,0
0.002669,0.424027,0.672657,0.109985,0.424035,0
0.003057,0.424361,0.638468,0.064769,0.424372,0
0.0152,0.438927,0.839955,0.809315,0.43919,1
0.016674,0.441962,0.862347,0.891367,0.442276,1
0.003251,0.423912,0.642675,0.060125,0.423924,0
0.002698,0.424759,0.646969,0.062688,0.424767,0
0.017004,0.440625,0.825753,0.808195,0.440953,1
0.002203,0.42501,0.632693,0.031567,0.425016,0
0.015001,0.444045,0.826792,0.835956,0.444299,1
0.017562,0.439708,0.808758,0.801532,0.440059,1
0.002785,0.425559,0.661825,0.082614,0.425568,0
0.002739,0.42443,0.666065,0.0904,0.424439,0
0.003472,0.425077,0.644562,0.066946,0.425091,0
0.003819,0.424676,0.667354,0.076833,0.424693,0
0.016148,0.441869,0.844635,0.848767,0.442164,1
0.018229,0.440539,0.835113,0.85167,0.440916,1
0.01348,0.443698,0.828428,0.856485,0.443903,1
0.014059,0.439241,0.868609,0.892591,0.439466,1
0.01677,0.440242,0.829058,0.821294,0.440561,1
0.003043,0.424894,0.656513,0.062341,0.424905,0
0.003466,0.424612,0.64856,0.079106,0.424626,0
0.015471,0.442,0.833417,0.864236,0.442271,1
0.014668,0.441869,0.824504,0.819403,0.442112,1
0.003437,0.424287,0.647857,0.050712,0.424301,0
0.002161,0.42446,0.64001,0.054803,0.424466,0
0.003346,0.42452,0.643639,0.065545,0.424533,0
0.018041,0.439017,0.814895,0.866832,0.439387,1
0.003036,0.425239,0.648335,0.087518,0.42525,0
0.012461,0.443179,0.816863,0.815219,0.443354,1
0.003441,0.425068,0.645393,0.04353,0.425082,0
0.002651,0.424365,0.653819,0.081534,0.424373,0
0.018583,0.439197,0.846667,0.898987,0.43959,1
0.004085,0.424627,0.634903,0.041639,0.424646,0
0.015147,0.440439,0.855763,0.904395,0.440699,1
0.003369,0.425105,0.643566,0.057601,0.425118,0
0.019123,0.43665,0.826319,0.798103,0.437068,1
0.01788,0.440554,0.825677,0.8071,0.440917,1
